Engine Speed (High Res)(rpm),Throttle Position(%),Manifold Absolute Pressure(kpa),Spark Advance(deg),MAF Airflow(g/s),Left Block Learn Trim,Right Block Learn Trim,Left Integrator Counts,Right Integrator Counts,Left+Right Block Learn Trim,Left+Right Integrator,Left Oxygen Sensor Volts(mv),Right Oxygen Sensor Volts(mv),Closed Loop Enable,Power Enrichment Active,Block Learn Mode Enable,Idle Air Controller Position,Idle Target RPM(rpm),Intake Air Temperature(c),Coolant Temperature(c),Knock Retard(deg),Knock Counts,Vehicle Speed(mph),ECM Input Voltage(v),Fan 1 Enabled,Fan 2 Enabled,Charcoal Canister Purge Enable,Air Pump Enabled,Air Conditioning Enabled,Block Learn Mode Cell,Left Injector Pulsewidth,Right Injector Pulsewidth,Barometric Pressure(kpa),Transmission Selected Gear,Shift Position PARK/NEUTRAL,TCC Enable,EGR Duty Cycle(%)
900,0.0,29.9,29,8.02,129,128,122,119,128,120,817,799,ON,OFF,ON,66,638,93.7,170.6,0,8042,24,12.8,OFF,OFF,ON,OFF,OFF,1,2.59,2.56,102,3,OFF,OFF,0.0
903,0.0,30.3,29,7.68,129,128,121,118,128,119,781,706,ON,OFF,ON,66,638,93.7,170.6,0,8042,24,12.8,OFF,OFF,ON,OFF,OFF,1,2.66,2.62,102,3,OFF,OFF,0.0
855,0.0,31.4,28,7.63,129,128,130,128,128,129,382,186,ON,OFF,ON,66,638,93.7,170.6,0,8042,23,12.8,OFF,OFF,ON,OFF,OFF,1,2.67,2.88,102,3,OFF,OFF,0.0
891,0.0,31.4,29,7.84,129,128,130,128,128,129,107,102,ON,OFF,ON,66,638,93.7,170.6,0,8042,22,12.8,OFF,OFF,ON,OFF,OFF,1,2.98,2.88,102,3,OFF,OFF,0.0
883,0.0,31.0,28,7.94,129,128,130,129,128,129,75,107,ON,OFF,ON,66,638,93.7,170.6,0,8042,21,12.8,OFF,OFF,ON,OFF,OFF,1,2.90,2.87,102,3,OFF,OFF,0.0
872,0.0,31.0,28,7.88,129,128,132,130,128,131,169,266,ON,OFF,ON,66,638,93.7,170.6,0,8042,20,13.0,OFF,OFF,ON,OFF,OFF,1,2.90,2.87,102,2,OFF,OFF,0.0
853,0.0,32.1,28,7.67,128,128,122,121,128,121,568,502,ON,OFF,ON,66,638,93.7,170.6,0,8042,20,13.0,OFF,OFF,OFF,OFF,OFF,17,3.02,2.76,102,2,OFF,OFF,0.0
808,0.0,32.1,28,8.20,128,128,122,121,128,121,764,839,ON,OFF,ON,66,638,93.7,170.6,0,8042,18,12.9,OFF,OFF,OFF,OFF,OFF,17,2.81,2.81,102,2,OFF,OFF,0.0
827,0.0,33.2,28,7.86,128,128,122,121,128,121,684,844,ON,OFF,ON,66,638,93.7,170.6,0,8042,18,13.0,OFF,OFF,OFF,OFF,OFF,17,2.96,2.93,102,2,OFF,OFF,0.0
907,0.0,32.5,29,7.88,128,128,131,120,128,125,93,786,ON,OFF,ON,66,638,93.7,170.6,0,8042,16,12.9,OFF,OFF,OFF,OFF,OFF,17,3.05,2.72,102,2,OFF,OFF,0.0
958,0.0,30.3,29,8.20,128,128,132,119,128,125,67,666,ON,OFF,ON,66,638,93.7,170.6,0,8042,16,12.9,OFF,OFF,OFF,OFF,OFF,17,2.81,2.53,102,2,OFF,OFF,0.0
978,0.0,29.2,29,7.88,128,128,133,128,128,130,67,49,ON,OFF,ON,66,638,93.7,170.6,0,8042,15,12.8,OFF,OFF,OFF,OFF,OFF,17,2.66,2.59,102,2,OFF,OFF,0.0
958,0.0,28.8,29,7.91,128,128,136,128,128,132,75,49,ON,OFF,ON,66,638,93.7,170.6,0,8042,13,12.8,OFF,OFF,OFF,OFF,OFF,17,2.73,2.61,102,2,OFF,OFF,0.0
916,0.0,29.9,29,8.01,128,128,138,129,128,133,71,44,ON,OFF,ON,66,638,93.7,170.6,0,8042,12,12.8,OFF,OFF,OFF,OFF,OFF,17,2.93,2.72,102,2,OFF,OFF,0.0
912,0.0,29.5,29,8.13,128,128,140,132,128,136,191,62,ON,OFF,ON,66,638,93.7,170.6,0,8042,12,12.7,OFF,OFF,OFF,OFF,OFF,17,3.01,2.79,102,1,OFF,OFF,0.0
920,0.0,29.5,29,7.84,128,128,127,135,128,131,795,75,ON,OFF,ON,66,638,93.7,170.6,0,8042,10,12.8,OFF,OFF,OFF,OFF,OFF,17,2.69,2.84,102,1,OFF,OFF,0.0
886,0.0,30.3,28,7.91,128,128,127,136,128,131,844,231,ON,OFF,ON,64,638,93.7,170.6,0,8042,10,12.8,OFF,OFF,OFF,OFF,OFF,17,2.78,2.99,102,1,OFF,OFF,0.0
887,0.0,31.0,28,7.65,128,128,127,123,128,125,835,857,ON,OFF,ON,64,638,93.7,170.6,0,8042,9,12.8,OFF,OFF,OFF,OFF,OFF,17,2.78,2.66,102,1,OFF,OFF,0.0
853,0.0,31.0,28,7.73,128,128,126,123,128,124,808,857,ON,OFF,ON,63,638,93.7,170.6,0,8042,9,12.8,OFF,OFF,OFF,OFF,OFF,17,2.75,2.69,102,1,OFF,OFF,0.0
836,0.0,31.8,28,7.75,128,128,125,122,128,123,733,777,ON,OFF,ON,63,638,93.7,170.6,0,8042,9,12.7,OFF,OFF,OFF,OFF,OFF,17,2.81,2.76,102,1,OFF,OFF,0.0
839,1.2,33.2,28,7.77,128,128,134,121,128,127,386,599,ON,OFF,ON,63,638,93.7,170.6,0,8042,9,12.8,OFF,OFF,OFF,OFF,OFF,17,3.05,2.73,102,1,OFF,OFF,0.0
934,4.3,41.0,34,13.45,128,128,134,131,128,132,75,155,ON,OFF,ON,67,638,93.7,170.6,0,8042,9,12.8,OFF,OFF,OFF,OFF,OFF,18,4.68,4.78,102,1,OFF,OFF,0.0
1316,5.5,39.1,38,16.23,133,128,135,122,130,128,209,697,ON,OFF,ON,67,638,93.7,170.6,0,8042,9,12.7,OFF,OFF,OFF,OFF,OFF,6,4.94,4.70,102,1,OFF,OFF,0.0
1564,8.2,39.5,40,22.63,133,128,125,121,130,123,875,817,ON,OFF,ON,70,638,93.7,170.6,0,8042,9,12.8,OFF,OFF,OFF,OFF,OFF,6,4.46,4.24,102,1,OFF,OFF,0.0
1772,9.8,41.4,41,27.46,133,128,134,131,130,132,213,107,ON,OFF,ON,72,638,93.7,170.6,0,8042,9,12.8,OFF,OFF,OFF,OFF,OFF,6,4.97,5.11,102,1,OFF,OFF,0.0
1989,13.0,45.4,40,36.23,133,128,135,132,130,133,138,182,ON,OFF,ON,76,638,93.7,170.6,0,8042,10,12.7,OFF,OFF,OFF,OFF,OFF,6,6.21,6.03,102,1,OFF,OFF,0.0
2227,15.3,48.0,40,43.80,130,128,126,123,129,124,866,808,ON,OFF,ON,78,638,93.7,170.6,0,8042,10,12.7,OFF,OFF,OFF,OFF,OFF,7,6.18,6.07,102,1,OFF,OFF,0.0
2400,17.3,48.4,41,48.92,130,128,125,132,129,128,830,360,ON,OFF,ON,81,638,93.7,170.6,0,8042,11,12.7,OFF,OFF,OFF,OFF,OFF,7,6.50,6.30,102,1,OFF,OFF,0.0
2582,20.4,55.7,40,59.87,128,128,133,133,128,133,466,266,ON,OFF,ON,85,638,93.7,170.6,1,8042,12,12.7,OFF,OFF,OFF,OFF,OFF,11,7.16,7.68,102,1,OFF,OFF,0.0
2828,23.5,58.7,39,67.95,128,128,123,133,128,128,781,253,ON,OFF,ON,88,638,93.7,170.6,1,8042,14,12.6,OFF,OFF,OFF,OFF,OFF,11,8.47,8.04,102,1,OFF,OFF,0.0
2985,25.5,60.5,39,78.78,128,128,132,124,128,128,240,710,ON,OFF,ON,90,638,93.7,170.6,1,8042,15,12.6,OFF,OFF,OFF,OFF,OFF,11,8.27,8.96,102,1,OFF,OFF,0.0
3181,26.7,63.9,39,84.22,128,128,122,134,128,128,657,213,ON,OFF,ON,91,638,93.7,170.6,1,8042,16,12.5,OFF,OFF,OFF,OFF,OFF,11,8.36,9.41,102,2,OFF,OFF,0.0
3386,30.2,69.4,38,102.23,128,128,133,134,128,133,151,164,ON,OFF,ON,91,638,93.7,170.6,2,8042,18,12.5,OFF,OFF,OFF,OFF,OFF,11,10.13,9.69,102,2,OFF,OFF,0.0
3374,31.0,69.8,38,105.95,128,128,123,125,128,124,613,582,ON,OFF,ON,91,638,93.7,170.6,2,8042,20,12.5,OFF,OFF,OFF,OFF,OFF,11,9.86,10.64,102,2,OFF,OFF,0.0
3378,32.2,71.6,38,104.88,128,128,124,135,128,129,533,155,ON,OFF,ON,91,638,93.7,170.6,2,8042,21,12.5,OFF,OFF,OFF,OFF,OFF,11,10.38,10.54,102,2,OFF,OFF,0.0
3470,34.1,74.9,37,112.66,128,128,135,127,128,131,333,710,ON,OFF,ON,91,638,93.7,170.6,2,8042,23,12.5,OFF,OFF,OFF,OFF,OFF,11,11.37,11.64,102,2,OFF,OFF,0.0
3402,34.1,74.9,37,115.02,128,128,135,137,128,136,426,191,ON,OFF,ON,91,638,93.7,170.6,2,8042,25,12.4,OFF,OFF,OFF,OFF,OFF,11,10.42,10.33,102,2,OFF,OFF,0.0
3507,34.1,74.2,37,115.93,128,128,125,127,128,126,826,653,ON,OFF,ON,91,638,93.7,170.6,2,8042,26,12.4,OFF,OFF,OFF,OFF,OFF,11,10.30,10.51,102,2,OFF,OFF,0.0
3519,34.1,74.2,37,113.87,128,128,134,127,128,130,209,639,ON,OFF,ON,91,638,93.7,170.6,2,8042,28,12.4,OFF,OFF,OFF,OFF,OFF,11,11.00,11.26,102,2,OFF,OFF,0.0
3570,36.5,77.1,36,125.13,128,128,134,137,128,135,218,155,ON,OFF,ON,91,638,93.7,170.6,2,8042,29,12.4,OFF,OFF,OFF,OFF,OFF,11,10.88,11.95,102,2,OFF,OFF,0.0
3677,35.3,75.7,37,122.42,128,128,124,127,128,125,781,697,ON,OFF,ON,91,638,93.7,170.6,2,8042,30,12.4,OFF,OFF,OFF,OFF,OFF,11,10.41,10.70,102,2,OFF,OFF,0.0
3714,35.3,74.6,37,122.42,128,128,134,127,128,130,253,564,ON,OFF,ON,91,638,93.7,170.6,2,8042,32,12.4,OFF,OFF,OFF,OFF,OFF,11,11.12,11.40,102,2,OFF,OFF,0.0
3714,34.1,72.0,38,119.59,128,128,135,137,128,136,302,213,ON,OFF,ON,91,638,93.7,170.6,2,8042,33,12.4,OFF,OFF,OFF,OFF,OFF,11,9.90,10.88,102,2,OFF,OFF,0.0
3743,35.3,73.8,38,122.33,128,128,126,127,128,126,759,657,ON,OFF,ON,91,638,93.7,170.6,2,8042,34,12.5,OFF,OFF,OFF,OFF,OFF,11,11.22,10.33,102,2,OFF,OFF,0.0
3800,36.5,73.8,37,125.13,128,128,136,127,128,131,297,564,ON,OFF,ON,91,638,93.7,171.9,2,8042,35,12.5,OFF,OFF,OFF,OFF,OFF,11,11.35,11.44,102,2,OFF,OFF,0.0
3791,34.5,71.6,39,122.33,128,128,136,137,128,136,249,289,ON,OFF,ON,91,638,93.7,171.9,2,8042,37,12.4,OFF,OFF,OFF,OFF,OFF,11,10.06,10.77,102,2,OFF,OFF,0.0
3830,34.1,71.2,40,122.33,128,128,126,137,128,131,586,302,ON,OFF,ON,91,638,93.7,171.9,2,8042,38,12.5,OFF,OFF,OFF,OFF,OFF,11,9.99,10.12,102,2,OFF,OFF,0.0
3835,31.4,67.5,40,112.71,128,128,125,127,128,126,786,799,ON,OFF,ON,91,638,93.7,171.9,1,8042,39,12.5,OFF,OFF,OFF,OFF,OFF,11,10.04,9.25,102,2,OFF,OFF,0.0
3738,29.0,62.4,40,101.91,128,128,124,136,128,130,457,258,ON,OFF,ON,91,638,93.7,171.9,1,8042,40,12.5,OFF,OFF,OFF,OFF,OFF,11,9.09,9.17,102,3,OFF,OFF,0.0
3623,29.0,61.3,41,96.52,128,128,134,136,128,135,129,138,ON,OFF,ON,91,638,93.7,171.9,1,8042,40,12.5,OFF,OFF,OFF,OFF,OFF,11,8.00,8.19,102,3,OFF,OFF,0.0
3659,28.6,61.3,40,99.70,128,128,125,127,128,126,799,666,ON,OFF,ON,91,638,93.7,171.9,1,8042,40,12.5,OFF,OFF,ON,OFF,OFF,11,8.87,8.96,102,3,OFF,OFF,0.0
3413,27.9,63.5,40,93.35,128,128,125,137,128,131,542,258,ON,OFF,ON,91,638,93.7,171.9,1,8042,41,12.5,OFF,OFF,ON,OFF,OFF,11,8.51,9.26,102,3,OFF,OFF,0.0
3223,26.7,62.4,39,89.80,128,128,134,126,128,130,386,582,ON,OFF,ON,91,638,93.7,171.9,1,8042,42,12.6,OFF,OFF,ON,OFF,OFF,11,8.33,8.65,102,3,OFF,OFF,0.0
3220,24.3,58.0,40,79.83,128,128,124,126,128,125,813,608,ON,OFF,ON,91,638,93.7,171.9,1,8042,43,12.6,OFF,OFF,ON,OFF,OFF,11,8.53,8.58,102,3,OFF,OFF,0.0
3040,21.6,54.3,41,70.16,128,128,133,135,128,134,151,271,ON,OFF,ON,90,638,93.7,171.9,1,8042,43,12.7,OFF,OFF,ON,OFF,OFF,11,7.25,7.02,102,3,OFF,OFF,0.0
2772,20.0,52.8,41,65.19,128,128,123,124,128,123,733,755,ON,OFF,ON,89,638,93.7,171.9,1,8042,44,12.6,OFF,OFF,ON,OFF,OFF,11,6.55,6.79,102,4,OFF,ON,0.0
1981,15.3,52.4,39,45.58,128,128,121,122,128,121,773,786,ON,OFF,ON,88,638,93.7,171.9,1,8042,44,12.7,OFF,OFF,ON,OFF,OFF,11,5.89,6.15,102,4,OFF,ON,0.0
1514,15.3,62.8,34,43.59,128,128,131,132,128,131,44,93,ON,OFF,ON,87,638,93.7,171.9,2,8042,45,12.7,OFF,OFF,ON,OFF,OFF,10,8.06,8.32,102,4,OFF,ON,12.5
1425,12.6,63.5,33,33.67,128,128,135,134,128,134,138,98,ON,OFF,ON,86,638,93.7,171.9,2,8042,45,12.7,OFF,OFF,ON,OFF,OFF,10,8.74,8.42,102,4,OFF,ON,25.1
1414,11.8,59.8,35,32.64,128,128,123,124,128,123,795,728,ON,OFF,ON,85,638,93.7,171.9,1,8042,45,12.7,OFF,OFF,ON,OFF,OFF,10,6.91,6.97,102,4,OFF,ON,37.6
1417,8.6,52.8,37,26.30,128,128,133,134,128,133,151,231,ON,OFF,ON,84,638,93.7,171.9,1,8042,45,12.7,OFF,OFF,ON,OFF,OFF,10,6.21,5.65,102,4,OFF,ON,43.9
1442,7.5,48.4,40,24.63,133,128,135,135,130,135,67,102,ON,OFF,ON,83,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,5.62,5.62,102,4,OFF,ON,50.2
1434,6.7,42.8,41,20.45,133,128,125,126,130,125,662,750,ON,OFF,ON,82,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,5.23,4.90,102,4,OFF,ON,50.2
1426,6.3,42.5,39,20.52,133,128,126,126,130,126,866,835,ON,OFF,ON,81,638,93.7,171.9,0,8042,45,12.6,OFF,OFF,ON,OFF,OFF,6,4.58,4.41,102,4,OFF,ON,0.0
1434,6.3,41.0,39,20.29,133,128,124,124,130,124,808,670,ON,OFF,ON,80,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,4.52,4.38,102,4,OFF,ON,0.0
1441,5.5,38.8,39,18.38,133,128,120,133,130,126,813,337,ON,OFF,ON,79,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,4.06,4.12,102,4,OFF,ON,0.0
1423,5.5,36.9,39,17.89,133,128,117,123,130,120,786,852,ON,OFF,ON,78,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.77,3.80,102,4,OFF,ON,0.0
1440,5.5,36.2,39,18.05,133,128,130,121,130,125,244,662,ON,OFF,ON,78,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,4.23,3.74,102,4,OFF,ON,0.0
1453,5.5,36.9,39,17.91,133,128,130,131,130,130,164,129,ON,OFF,ON,77,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,4.21,4.07,102,4,OFF,ON,0.0
1432,5.1,36.2,39,17.63,133,128,120,121,130,120,857,795,ON,OFF,ON,76,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.75,4.03,102,4,OFF,ON,0.0
1437,5.1,34.3,39,16.80,133,128,118,120,130,119,746,750,ON,OFF,ON,75,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,6,3.57,3.52,102,4,OFF,ON,0.0
1464,4.3,33.6,39,15.54,133,128,128,130,130,129,195,89,ON,OFF,ON,74,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,6,3.63,3.52,102,4,OFF,ON,0.0
1432,3.5,32.5,39,14.52,133,128,128,131,130,129,115,75,ON,OFF,ON,73,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.42,3.34,102,4,OFF,ON,0.0
1436,3.5,31.0,39,14.67,133,128,130,134,130,132,244,84,ON,OFF,ON,72,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.37,3.34,102,4,OFF,ON,0.0
1443,3.5,31.0,39,14.73,133,128,120,137,130,128,750,111,ON,OFF,ON,71,638,93.7,171.9,0,8042,45,12.6,OFF,OFF,ON,OFF,OFF,6,3.11,3.43,102,4,OFF,ON,0.0
1439,3.5,31.4,39,14.43,133,128,130,125,130,127,364,679,ON,OFF,ON,70,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.19,3.52,102,4,OFF,ON,0.0
1414,3.5,31.0,39,14.47,133,128,131,125,130,128,89,786,ON,OFF,ON,69,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.37,3.11,102,4,OFF,ON,0.0
1458,3.5,31.0,39,14.47,133,128,122,135,130,128,657,191,ON,OFF,ON,69,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.14,3.37,102,4,OFF,ON,0.0
1433,3.5,31.0,39,14.48,133,128,122,136,130,129,786,133,ON,OFF,ON,69,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,6,3.13,3.34,102,4,OFF,ON,0.0
1439,3.5,30.6,39,14.17,133,128,131,127,130,129,377,817,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,6,3.10,3.14,102,4,OFF,ON,0.0
1454,3.5,30.6,39,14.12,132,128,131,126,130,128,102,759,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,3.33,3.11,102,4,OFF,ON,0.0
1436,3.5,30.3,39,14.17,128,128,122,136,128,129,639,200,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,3.23,3.33,102,4,OFF,ON,0.0
1445,3.5,29.9,39,14.07,128,128,122,137,128,129,555,178,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,2.99,3.33,102,4,OFF,ON,0.0
1449,3.5,29.2,38,14.17,128,128,132,127,128,129,80,799,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.6,OFF,OFF,ON,OFF,OFF,2,3.17,3.28,102,4,OFF,ON,0.0
1456,3.1,28.8,38,13.88,128,128,135,126,128,130,84,759,ON,OFF,ON,69,638,93.7,171.9,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.17,3.01,102,4,OFF,ON,0.0
1441,3.1,29.2,38,13.27,128,128,125,125,128,125,733,506,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,3.17,2.87,102,4,OFF,ON,0.0
1461,2.0,28.4,37,12.17,128,128,125,135,128,130,781,120,ON,OFF,ON,69,638,93.7,171.9,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,2.79,2.98,102,4,OFF,ON,0.0
1467,0.0,23.3,27,8.19,128,128,134,126,128,130,258,462,ON,OFF,ON,68,638,93.7,173.3,0,8042,46,12.6,OFF,OFF,ON,OFF,OFF,2,2.17,2.24,102,4,OFF,ON,0.0
1440,0.0,22.2,8,8.05,128,128,128,128,128,128,22,164,ON,OFF,ON,67,638,93.7,173.3,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1458,0.0,21.4,9,8.05,128,128,128,128,128,128,4,4,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1442,0.0,22.2,8,7.97,128,128,128,128,128,128,4,4,ON,OFF,ON,65,638,93.7,173.3,0,8042,46,12.8,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1444,0.0,21.4,8,8.02,128,128,128,128,128,128,9,4,ON,OFF,ON,65,638,93.7,173.3,0,8042,46,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1446,0.0,21.8,8,8.19,128,128,128,128,128,128,4,4,ON,OFF,ON,65,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1432,0.0,21.8,8,8.62,128,128,128,128,128,128,9,4,ON,OFF,ON,65,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1404,0.0,22.9,8,8.87,128,128,128,128,128,128,9,4,ON,OFF,ON,65,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1426,0.8,24.0,8,9.90,128,128,128,128,128,128,4,4,ON,OFF,ON,65,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1432,2.0,25.5,10,11.32,128,128,128,128,128,128,9,4,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1402,2.0,27.0,11,11.92,128,128,128,128,128,128,4,4,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,0.00,0.00,102,4,OFF,ON,0.0
1414,2.4,28.1,14,12.09,128,128,133,133,128,133,4,4,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.14,3.39,102,4,OFF,ON,0.0
1396,2.4,27.7,17,12.64,128,128,137,136,128,136,4,13,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.07,3.10,102,4,OFF,ON,0.0
1427,2.4,27.0,20,12.56,128,128,142,141,128,141,31,36,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.10,3.10,102,4,OFF,ON,0.0
1419,2.4,27.0,24,12.69,129,128,145,144,128,144,49,53,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.6,OFF,OFF,ON,OFF,OFF,2,3.19,3.17,102,4,OFF,ON,0.0
1439,2.4,27.7,28,12.38,129,129,148,127,129,137,129,453,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.27,3.22,102,4,OFF,ON,0.0
1432,2.4,27.3,31,12.48,129,129,132,131,129,131,804,839,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.88,2.91,102,4,OFF,ON,0.0
1416,2.4,27.3,35,12.69,129,129,132,130,129,131,821,799,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.8,OFF,OFF,ON,OFF,OFF,2,2.90,2.87,102,4,OFF,ON,0.0
1426,2.4,27.7,37,12.52,129,130,130,140,129,135,790,178,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.90,3.10,102,4,OFF,ON,0.0
1437,2.4,27.3,37,12.48,129,130,129,130,129,129,666,684,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.91,3.16,102,4,OFF,ON,0.0
1428,2.4,27.7,37,12.60,129,130,138,129,129,133,244,835,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.04,2.91,102,4,OFF,ON,0.0
1421,2.4,28.1,37,12.39,129,130,128,128,129,128,551,524,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.05,2.84,102,4,OFF,ON,0.0
1440,2.4,28.1,37,12.52,129,130,127,127,129,127,817,662,ON,OFF,ON,66,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.87,2.91,102,4,OFF,ON,0.0
1434,3.1,28.1,37,12.78,129,130,126,137,129,131,586,89,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.84,3.14,102,4,OFF,ON,0.0
1427,3.1,28.8,37,13.20,129,130,136,128,129,132,160,635,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.13,3.19,102,4,OFF,ON,0.0
1437,3.1,28.4,37,12.96,129,130,137,128,129,132,155,848,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.14,2.96,102,4,OFF,ON,0.0
1446,3.1,28.1,37,12.60,129,130,127,126,129,126,835,773,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.85,2.88,102,4,OFF,ON,0.0
1427,3.1,28.8,37,13.49,129,130,126,135,129,130,697,142,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.88,3.13,102,4,OFF,ON,0.0
1434,3.1,28.8,38,13.27,129,130,135,135,129,135,186,84,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.10,3.17,102,4,OFF,ON,0.0
1443,3.1,28.8,38,13.54,129,130,136,126,129,131,120,670,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.6,OFF,OFF,ON,OFF,OFF,2,3.13,3.17,102,4,OFF,ON,0.0
1419,3.1,29.2,38,13.38,129,130,126,126,129,126,719,830,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.19,2.94,102,4,OFF,ON,0.0
1430,3.1,28.8,38,13.23,129,130,125,134,129,129,768,431,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.90,2.90,102,4,OFF,ON,0.0
1436,3.1,29.5,38,12.99,129,130,135,134,129,134,213,84,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,2.91,3.14,102,4,OFF,ON,0.0
1423,3.1,29.9,38,13.58,129,130,136,135,129,135,75,155,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.7,OFF,OFF,ON,OFF,OFF,2,3.19,3.20,102,4,OFF,ON,0.0
1420,3.1,28.8,38,13.59,129,130,127,126,129,126,684,848,ON,OFF,ON,68,638,93.7,173.3,0,8042,45,12.6,OFF,OFF,ON,OFF,OFF,2,3.23,2.94,102,4,OFF,ON,0.0
